filename,title,gbrq,sxrq,sxx,flxz,zdjgName,flfgCodeId,zdjgCodeId,bbbs,source
011_中华人民共和国法治宣传教育法_2025-09-12_18902101.pdf,中华人民共和国法治宣传教育法,2025-09-12,2025-11-01,3,法律,全国人民代表大会常务委员会,110,110,189021012184442fa2ecd6b4c26dcba0,https://flk.npc.gov.cn/detail?id=189021012184442fa2ecd6b4c26dcba0
012_中华人民共和国食品安全法_2025-09-12_7b5a76d0.pdf,中华人民共和国食品安全法,2025-09-12,2025-12-01,3,法律,全国人民代表大会常务委员会,130,110,7b5a76d0461745a08d3f964916b87ef3,https://flk.npc.gov.cn/detail?id=7b5a76d0461745a08d3f964916b87ef3
013_中华人民共和国突发公共卫生事件应对法_2025-09-12_2e9e8cb6.pdf,中华人民共和国突发公共卫生事件应对法,2025-09-12,2025-11-01,3,法律,全国人民代表大会常务委员会,130,110,2e9e8cb6a1d1481c8a4170884a74d0d5,https://flk.npc.gov.cn/detail?id=2e9e8cb6a1d1481c8a4170884a74d0d5
014_中华人民共和国原子能法_2025-09-12_3a4ff88b.pdf,中华人民共和国原子能法,2025-09-12,2026-01-15,3,法律,全国人民代表大会常务委员会,155,110,3a4ff88b7cdb45a28f72e7bf5d54e512,https://flk.npc.gov.cn/detail?id=3a4ff88b7cdb45a28f72e7bf5d54e512
015_中华人民共和国国家公园法_2025-09-12_f3f72174.pdf,中华人民共和国国家公园法,2025-09-12,2026-01-01,3,法律,全国人民代表大会常务委员会,155,110,f3f7217464834db5b5d4f563f40c6dec,https://flk.npc.gov.cn/detail?id=f3f7217464834db5b5d4f563f40c6dec
016_中华人民共和国仲裁法_2025-09-12_58d7569a.pdf,中华人民共和国仲裁法,2025-09-12,2026-03-01,3,法律,全国人民代表大会常务委员会,170,110,58d7569a322b4eca9b22feaa4f5d7d4f,https://flk.npc.gov.cn/detail?id=58d7569a322b4eca9b22feaa4f5d7d4f
017_中华人民共和国治安管理处罚法_2025-06-27_ff808181.pdf,中华人民共和国治安管理处罚法,2025-06-27,2026-01-01,3,法律,全国人民代表大会常务委员会,130,110,ff80818197af9ccc0197b159c38a0408,https://flk.npc.gov.cn/detail?id=ff80818197af9ccc0197b159c38a0408
018_中华人民共和国反不正当竞争法_2025-06-27_ff808181.pdf,中华人民共和国反不正当竞争法,2025-06-27,2025-10-15,3,法律,全国人民代表大会常务委员会,140,110,ff808181971552b40197b1016efc5437,https://flk.npc.gov.cn/detail?id=ff808181971552b40197b1016efc5437
019_中华人民共和国传染病防治法_2025-04-30_ff808181.pdf,中华人民共和国传染病防治法,2025-04-30,2025-09-01,3,法律,全国人民代表大会常务委员会,130,110,ff8081819667441b019686946a752bbd,https://flk.npc.gov.cn/detail?id=ff8081819667441b019686946a752bbd
020_中华人民共和国民营经济促进法_2025-04-30_ff808181.pdf,中华人民共和国民营经济促进法,2025-04-30,2025-05-20,3,法律,全国人民代表大会常务委员会,140,110,ff8081819667441b0196867ec42b2b7a,https://flk.npc.gov.cn/detail?id=ff8081819667441b0196867ec42b2b7a
021_中华人民共和国全国人民代表大会和地方各级人民代表大会代表法_2025-03-11_ff808181.pdf,中华人民共和国全国人民代表大会和地方各级人民代表大会代表法,2025-03-11,2025-03-12,3,法律,全国人民代表大会,110,100,ff808181927b083b0195881cfb1458aa,https://flk.npc.gov.cn/detail?id=ff808181927b083b0195881cfb1458aa
022_中华人民共和国监察法_2024-12-25_ff808181.pdf,中华人民共和国监察法,2024-12-25,2025-06-01,3,法律,全国人民代表大会,110,100,ff808181944069720194960dcea345a2,https://flk.npc.gov.cn/detail?id=ff808181944069720194960dcea345a2
023_中华人民共和国增值税法_2024-12-25_ff808181.pdf,中华人民共和国增值税法,2024-12-25,2026-01-01,3,法律,全国人民代表大会常务委员会,140,110,ff808181927b083b0193fd65a0eb02cb,https://flk.npc.gov.cn/detail?id=ff808181927b083b0193fd65a0eb02cb
024_中华人民共和国科学技术普及法_2024-12-25_ff808181.pdf,中华人民共和国科学技术普及法,2024-12-25,2024-12-25,3,法律,全国人民代表大会常务委员会,150,110,ff808181927b083b0193fda4bead02ee,https://flk.npc.gov.cn/detail?id=ff808181927b083b0193fda4bead02ee
025_中华人民共和国各级人民代表大会常务委员会监督法_2024-11-08_ff808181.pdf,中华人民共和国各级人民代表大会常务委员会监督法,2024-11-08,2024-11-08,3,法律,全国人民代表大会常务委员会,110,110,ff808181927b083b019390be74054832,https://flk.npc.gov.cn/detail?id=ff808181927b083b019390be74054832
026_中华人民共和国学前教育法_2024-11-08_ff808181.pdf,中华人民共和国学前教育法,2024-11-08,2025-06-01,3,法律,全国人民代表大会常务委员会,130,110,ff808181927b083b01930c734c776beb,https://flk.npc.gov.cn/detail?id=ff808181927b083b01930c734c776beb
027_中华人民共和国文物保护法_2024-11-08_ff808181.pdf,中华人民共和国文物保护法,2024-11-08,2025-03-01,3,法律,全国人民代表大会常务委员会,130,110,ff808181927b083b01930c94de976c66,https://flk.npc.gov.cn/detail?id=ff808181927b083b01930c94de976c66
028_中华人民共和国反洗钱法_2024-11-08_ff808181.pdf,中华人民共和国反洗钱法,2024-11-08,2025-01-01,3,法律,全国人民代表大会常务委员会,140,110,ff808181927b2d1a01930c84b1c96d8b,https://flk.npc.gov.cn/detail?id=ff808181927b2d1a01930c84b1c96d8b
029_中华人民共和国矿产资源法_2024-11-08_ff808181.pdf,中华人民共和国矿产资源法,2024-11-08,2025-07-01,3,法律,全国人民代表大会常务委员会,155,110,ff808181927b2d1a01930c4a79406d06,https://flk.npc.gov.cn/detail?id=ff808181927b2d1a01930c4a79406d06
030_中华人民共和国能源法_2024-11-08_ff808181.pdf,中华人民共和国能源法,2024-11-08,2025-01-01,3,法律,全国人民代表大会常务委员会,155,110,ff808181927b2d1a01930b1c6f646c26,https://flk.npc.gov.cn/detail?id=ff808181927b2d1a01930b1c6f646c26
031_中华人民共和国国防教育法_2024-09-13_ff808181.pdf,中华人民共和国国防教育法,2024-09-13,2024-09-21,3,法律,全国人民代表大会常务委员会,130,110,ff80818191db55220191eba9396a08f4,https://flk.npc.gov.cn/detail?id=ff80818191db55220191eba9396a08f4
032_中华人民共和国统计法_2024-09-13_ff808181.pdf,中华人民共和国统计法,2024-09-13,2024-09-13,3,法律,全国人民代表大会常务委员会,140,110,ff808181927b2d1a019289f0860a0405,https://flk.npc.gov.cn/detail?id=ff808181927b2d1a019289f0860a0405
033_中华人民共和国农村集体经济组织法_2024-06-28_ff808181.pdf,中华人民共和国农村集体经济组织法,2024-06-28,2025-05-01,3,法律,全国人民代表大会常务委员会,120,110,ff8081818d6a463901905f2cc2c12d3b,https://flk.npc.gov.cn/detail?id=ff8081818d6a463901905f2cc2c12d3b
034_中华人民共和国国境卫生检疫法_2024-06-28_ff808181.pdf,中华人民共和国国境卫生检疫法,2024-06-28,2025-01-01,3,法律,全国人民代表大会常务委员会,130,110,ff8081818d6a463901905f1d7ca72d2d,https://flk.npc.gov.cn/detail?id=ff8081818d6a463901905f1d7ca72d2d
035_中华人民共和国突发事件应对法_2024-06-28_ff808181.pdf,中华人民共和国突发事件应对法,2024-06-28,2024-11-01,3,法律,全国人民代表大会常务委员会,130,110,ff8081818d6a424b01905f13edba2efb,https://flk.npc.gov.cn/detail?id=ff8081818d6a424b01905f13edba2efb
036_中华人民共和国会计法_2024-06-28_ff808181.pdf,中华人民共和国会计法,2024-06-28,2024-07-01,3,法律,全国人民代表大会常务委员会,140,110,ff8081818d6a46390191686dca9952bf,https://flk.npc.gov.cn/detail?id=ff8081818d6a46390191686dca9952bf
037_中华人民共和国学位法_2024-04-26_ff808181.pdf,中华人民共和国学位法,2024-04-26,2025-01-01,3,法律,全国人民代表大会常务委员会,130,110,ff8081818d6a424b018f1a63b49a796a,https://flk.npc.gov.cn/detail?id=ff8081818d6a424b018f1a63b49a796a
038_中华人民共和国关税法_2024-04-26_ff808181.pdf,中华人民共和国关税法,2024-04-26,2024-12-01,3,法律,全国人民代表大会常务委员会,140,110,ff8081818f197cf0018f1a72b2c801e0,https://flk.npc.gov.cn/detail?id=ff8081818f197cf0018f1a72b2c801e0
039_中华人民共和国农业技术推广法_2024-04-26_ff808181.pdf,中华人民共和国农业技术推广法,2024-04-26,2024-04-26,3,法律,全国人民代表大会常务委员会,140,110,ff8081818f197cf001905e50cfa1359f,https://flk.npc.gov.cn/detail?id=ff8081818f197cf001905e50cfa1359f
040_中华人民共和国未成年人保护法_2024-04-26_ff808181.pdf,中华人民共和国未成年人保护法,2024-04-26,2024-04-26,3,法律,全国人民代表大会常务委员会,150,110,ff8081818f197cf001905e567af635a0,https://flk.npc.gov.cn/detail?id=ff8081818f197cf001905e567af635a0
041_中华人民共和国生物安全法_2024-04-26_ff808181.pdf,中华人民共和国生物安全法,2024-04-26,2024-04-26,3,法律,全国人民代表大会常务委员会,155,110,ff8081818d6a424b01905e5e6b702e66,https://flk.npc.gov.cn/detail?id=ff8081818d6a424b01905e5e6b702e66
042_中华人民共和国国务院组织法_2024-03-11_ff808181.pdf,中华人民共和国国务院组织法,2024-03-11,2024-03-11,3,法律,全国人民代表大会,110,100,ff8081818d6a4464018e2de2868d1dfa,https://flk.npc.gov.cn/detail?id=ff8081818d6a4464018e2de2868d1dfa
043_中华人民共和国保守国家秘密法_2024-02-27_ff808181.pdf,中华人民共和国保守国家秘密法,2024-02-27,2024-05-01,3,法律,全国人民代表大会常务委员会,130,110,ff8081818d6a4464018de9f8ab7511e3,https://flk.npc.gov.cn/detail?id=ff8081818d6a4464018de9f8ab7511e3
044_中华人民共和国公司法_2023-12-29_ff808181.pdf,中华人民共和国公司法,2023-12-29,2024-07-01,3,法律,全国人民代表大会常务委员会,120,110,ff8081818c9108eb018cb6922f750c07,https://flk.npc.gov.cn/detail?id=ff8081818c9108eb018cb6922f750c07
045_中华人民共和国粮食安全保障法_2023-12-29_ff808181.pdf,中华人民共和国粮食安全保障法,2023-12-29,2024-06-01,3,法律,全国人民代表大会常务委员会,140,110,ff8081818c3ce0ed018cb4fd2ca92ec4,https://flk.npc.gov.cn/detail?id=ff8081818c3ce0ed018cb4fd2ca92ec4
046_中华人民共和国慈善法_2023-12-29_ff808181.pdf,中华人民共和国慈善法,2023-12-29,2024-09-05,3,法律,全国人民代表大会,150,100,ff8081818d6a4639018df3f1fc7e122d,https://flk.npc.gov.cn/detail?id=ff8081818d6a4639018df3f1fc7e122d
047_中华人民共和国爱国主义教育法_2023-10-24_ff808181.pdf,中华人民共和国爱国主义教育法,2023-10-24,2024-01-01,3,法律,全国人民代表大会常务委员会,110,110,ff8081818a21dc13018b625b4a68173f,https://flk.npc.gov.cn/detail?id=ff8081818a21dc13018b625b4a68173f
048_中华人民共和国海洋环境保护法_2023-10-24_ff808181.pdf,中华人民共和国海洋环境保护法,2023-10-24,2024-01-01,3,法律,全国人民代表大会常务委员会,155,110,ff8081818a21e8b2018b62075316188f,https://flk.npc.gov.cn/detail?id=ff8081818a21e8b2018b62075316188f
049_中华人民共和国外国国家豁免法_2023-09-01_ff808181.pdf,中华人民共和国外国国家豁免法,2023-09-01,2024-01-01,3,法律,全国人民代表大会常务委员会,110,110,ff8081818a21dc13018a51328e0c0c3c,https://flk.npc.gov.cn/detail?id=ff8081818a21dc13018a51328e0c0c3c
050_中华人民共和国行政复议法_2023-09-01_ff808181.pdf,中华人民共和国行政复议法,2023-09-01,2024-01-01,3,法律,全国人民代表大会常务委员会,130,110,ff8081818a21e6c3018a508d491a0c98,https://flk.npc.gov.cn/detail?id=ff8081818a21e6c3018a508d491a0c98
051_中华人民共和国民事诉讼法_2023-09-01_ff808181.pdf,中华人民共和国民事诉讼法,2023-09-01,2024-01-01,3,法律,全国人民代表大会,170,100,ff8081818a21dc13018b425303b7086d,https://flk.npc.gov.cn/detail?id=ff8081818a21dc13018b425303b7086d
052_中华人民共和国对外关系法_2023-06-28_ff808181.pdf,中华人民共和国对外关系法,2023-06-28,2023-07-01,3,法律,全国人民代表大会常务委员会,110,110,ff80818188d7430b0189019c15ee0943,https://flk.npc.gov.cn/detail?id=ff80818188d7430b0189019c15ee0943
053_中华人民共和国无障碍环境建设法_2023-06-28_ff808181.pdf,中华人民共和国无障碍环境建设法,2023-06-28,2023-09-01,3,法律,全国人民代表大会常务委员会,150,110,ff80818188d7430b0189018493370940,https://flk.npc.gov.cn/detail?id=ff80818188d7430b0189018493370940
054_中华人民共和国青藏高原生态保护法_2023-04-26_ff808181.pdf,中华人民共和国青藏高原生态保护法,2023-04-26,2023-09-01,3,法律,全国人民代表大会常务委员会,155,110,ff808181865ee3360187bdb3430e764c,https://flk.npc.gov.cn/detail?id=ff808181865ee3360187bdb3430e764c
055_中华人民共和国反间谍法_2023-04-26_ff808181.pdf,中华人民共和国反间谍法,2023-04-26,2023-07-01,3,法律,全国人民代表大会常务委员会,160,110,ff80818187aa32f90187bd2e440b052a,https://flk.npc.gov.cn/detail?id=ff80818187aa32f90187bd2e440b052a
056_中华人民共和国立法法_2023-03-13_ff808181.pdf,中华人民共和国立法法,2023-03-13,2023-03-15,3,法律,全国人民代表大会,110,100,ff808181865edc140186d9d6f1cb2503,https://flk.npc.gov.cn/detail?id=ff808181865edc140186d9d6f1cb2503
057_中华人民共和国预备役人员法_2022-12-30_ff808181.pdf,中华人民共和国预备役人员法,2022-12-30,2023-03-01,3,法律,全国人民代表大会常务委员会,130,110,ff80818185567186018561163b860552,https://flk.npc.gov.cn/detail?id=ff80818185567186018561163b860552
058_中华人民共和国对外贸易法_2022-12-30_ff808181.pdf,中华人民共和国对外贸易法,2022-12-30,2022-12-30,2,法律,全国人民代表大会常务委员会,140,110,ff808181865edc1401869b2623bf14a6,https://flk.npc.gov.cn/detail?id=ff808181865edc1401869b2623bf14a6
059_中华人民共和国野生动物保护法_2022-12-30_ff808181.pdf,中华人民共和国野生动物保护法,2022-12-30,2023-05-01,3,法律,全国人民代表大会常务委员会,155,110,ff80818185567186018562ddd6a70690,https://flk.npc.gov.cn/detail?id=ff80818185567186018562ddd6a70690
060_中华人民共和国畜牧法_2022-10-30_ff808181.pdf,中华人民共和国畜牧法,2022-10-30,2023-03-01,3,法律,全国人民代表大会常务委员会,140,110,ff808181841250d10184281982050f7f,https://flk.npc.gov.cn/detail?id=ff808181841250d10184281982050f7f
061_中华人民共和国妇女权益保障法_2022-10-30_ff808181.pdf,中华人民共和国妇女权益保障法,2022-10-30,2023-01-01,3,法律,全国人民代表大会,150,100,ff808181841257210184281512de0eec,https://flk.npc.gov.cn/detail?id=ff808181841257210184281512de0eec
062_中华人民共和国黄河保护法_2022-10-30_ff808181.pdf,中华人民共和国黄河保护法,2022-10-30,2023-04-01,3,法律,全国人民代表大会常务委员会,155,110,ff808181841257210184280f88620ee0,https://flk.npc.gov.cn/detail?id=ff808181841257210184280f88620ee0
063_中华人民共和国农产品质量安全法_2022-09-02_ff808181.pdf,中华人民共和国农产品质量安全法,2022-09-02,2023-01-01,3,法律,全国人民代表大会常务委员会,140,110,ff80818182cf5d600182fd5d77dd23cf,https://flk.npc.gov.cn/detail?id=ff80818182cf5d600182fd5d77dd23cf
064_中华人民共和国反电信网络诈骗法_2022-09-02_ff808181.pdf,中华人民共和国反电信网络诈骗法,2022-09-02,2022-12-01,3,法律,全国人民代表大会常务委员会,160,110,ff80818182cf5c220182fd54401023d6,https://flk.npc.gov.cn/detail?id=ff80818182cf5c220182fd54401023d6
065_中华人民共和国全国人民代表大会常务委员会议事规则_2022-06-24_ff808181.pdf,中华人民共和国全国人民代表大会常务委员会议事规则,2022-06-24,2022-06-25,3,法律,全国人民代表大会常务委员会,110,110,ff8081818291977701829f3b24f300d7,https://flk.npc.gov.cn/detail?id=ff8081818291977701829f3b24f300d7
066_中华人民共和国体育法_2022-06-24_ff808181.pdf,中华人民共和国体育法,2022-06-24,2023-01-01,3,法律,全国人民代表大会常务委员会,130,110,ff808181818e90e701819485a96c0192,https://flk.npc.gov.cn/detail?id=ff808181818e90e701819485a96c0192
067_中华人民共和国反垄断法_2022-06-24_ff808181.pdf,中华人民共和国反垄断法,2022-06-24,2022-08-01,3,法律,全国人民代表大会常务委员会,140,110,ff8081818234ccb501829f46c6ac2a5a,https://flk.npc.gov.cn/detail?id=ff8081818234ccb501829f46c6ac2a5a
068_中华人民共和国黑土地保护法_2022-06-24_ff808181.pdf,中华人民共和国黑土地保护法,2022-06-24,2022-08-01,3,法律,全国人民代表大会常务委员会,155,110,ff808181818e90e70181947372d60184,https://flk.npc.gov.cn/detail?id=ff808181818e90e70181947372d60184
069_中华人民共和国期货和衍生品法_2022-04-20_ff808181.pdf,中华人民共和国期货和衍生品法,2022-04-20,2022-08-01,3,法律,全国人民代表大会常务委员会,120,110,ff808181802d2853018044c12f9d070c,https://flk.npc.gov.cn/detail?id=ff808181802d2853018044c12f9d070c
070_中华人民共和国职业教育法_2022-04-20_ff808181.pdf,中华人民共和国职业教育法,2022-04-20,2022-05-01,3,法律,全国人民代表大会常务委员会,130,110,ff808181802d2853018044c7370108c6,https://flk.npc.gov.cn/detail?id=ff808181802d2853018044c7370108c6
071_中华人民共和国地方各级人民代表大会和地方各级人民政府组织法_2022-03-11_ff808181.pdf,中华人民共和国地方各级人民代表大会和地方各级人民政府组织法,2022-03-11,2022-03-12,3,法律,全国人民代表大会,110,100,ff8081817f48d8de017f71b0aac01019,https://flk.npc.gov.cn/detail?id=ff8081817f48d8de017f71b0aac01019
072_全国人民代表大会常务委员会关于中国人民解放军现役士兵衔级制度的决定_2022-02-28_ff808181.pdf,全国人民代表大会常务委员会关于中国人民解放军现役士兵衔级制度的决定,2022-02-28,2022-03-31,3,法律,全国人民代表大会常务委员会,130,110,ff8081817f3acaef017f400516e50556,https://flk.npc.gov.cn/detail?id=ff8081817f3acaef017f400516e50556
073_中华人民共和国科学技术进步法_2021-12-24_ff808181.pdf,中华人民共和国科学技术进步法,2021-12-24,2022-01-01,3,法律,全国人民代表大会常务委员会,130,110,ff8081817d99a39f017dec555db834da,https://flk.npc.gov.cn/detail?id=ff8081817d99a39f017dec555db834da
074_中华人民共和国种子法_2021-12-24_ff808181.pdf,中华人民共和国种子法,2021-12-24,2022-03-01,3,法律,全国人民代表大会常务委员会,140,110,ff8081817f072a2e017f0b66fb640166,https://flk.npc.gov.cn/detail?id=ff8081817f072a2e017f0b66fb640166
075_中华人民共和国工会法_2021-12-24_ff808181.pdf,中华人民共和国工会法,2021-12-24,2022-01-01,3,法律,全国人民代表大会,150,100,ff8081817f072a2e017f0ae1a7f600f0,https://flk.npc.gov.cn/detail?id=ff8081817f072a2e017f0ae1a7f600f0
076_中华人民共和国噪声污染防治法_2021-12-24_ff808181.pdf,中华人民共和国噪声污染防治法,2021-12-24,2022-06-05,3,法律,全国人民代表大会常务委员会,155,110,ff8081817dea9c18017deb70ddc70131,https://flk.npc.gov.cn/detail?id=ff8081817dea9c18017deb70ddc70131
077_中华人民共和国湿地保护法_2021-12-24_ff808181.pdf,中华人民共和国湿地保护法,2021-12-24,2022-06-01,3,法律,全国人民代表大会常务委员会,155,110,ff8081817d99a651017deb6fd24533af,https://flk.npc.gov.cn/detail?id=ff8081817d99a651017deb6fd24533af
078_中华人民共和国反有组织犯罪法_2021-12-24_ff808181.pdf,中华人民共和国反有组织犯罪法,2021-12-24,2022-05-01,3,法律,全国人民代表大会常务委员会,160,110,ff8081817dea9c18017deb6ee3650128,https://flk.npc.gov.cn/detail?id=ff8081817dea9c18017deb6ee3650128
079_中华人民共和国民事诉讼法_2021-12-24_ff808181.pdf,中华人民共和国民事诉讼法,2021-12-24,2022-01-01,2,法律,全国人民代表大会,170,100,ff8081817ed766ea017ee6ab99ad1cbc,https://flk.npc.gov.cn/detail?id=ff8081817ed766ea017ee6ab99ad1cbc
080_中华人民共和国陆地国界法_2021-10-23_ff808181.pdf,中华人民共和国陆地国界法,2021-10-23,2022-01-01,3,法律,全国人民代表大会常务委员会,110,110,ff8081817cac2ab8017cac5b80d20123,https://flk.npc.gov.cn/detail?id=ff8081817cac2ab8017cac5b80d20123
081_中华人民共和国审计法_2021-10-23_ff808181.pdf,中华人民共和国审计法,2021-10-23,2022-01-01,3,法律,全国人民代表大会常务委员会,140,110,ff8081817d99a43a017dbd2663521c3f,https://flk.npc.gov.cn/detail?id=ff8081817d99a43a017dbd2663521c3f
082_中华人民共和国家庭教育促进法_2021-10-23_ff808181.pdf,中华人民共和国家庭教育促进法,2021-10-23,2022-01-01,3,法律,全国人民代表大会常务委员会,150,110,ff8081817cac3b2d017cac5a6c6f0109,https://flk.npc.gov.cn/detail?id=ff8081817cac3b2d017cac5a6c6f0109
083_中华人民共和国监察官法_2021-08-20_ff808181.pdf,中华人民共和国监察官法,2021-08-20,2022-01-01,3,法律,全国人民代表大会常务委员会,110,110,ff8081817b6472a3017b65724edf004f,https://flk.npc.gov.cn/detail?id=ff8081817b6472a3017b65724edf004f
084_中华人民共和国兵役法_2021-08-20_ff808181.pdf,中华人民共和国兵役法,2021-08-20,2021-10-01,3,法律,全国人民代表大会,130,100,ff8081817b637904017b63a8db4f001b,https://flk.npc.gov.cn/detail?id=ff8081817b637904017b63a8db4f001b
085_中华人民共和国医师法_2021-08-20_ff808181.pdf,中华人民共和国医师法,2021-08-20,2022-03-01,3,法律,全国人民代表大会常务委员会,130,110,ff8081817b6450e6017b657ba9500116,https://flk.npc.gov.cn/detail?id=ff8081817b6450e6017b657ba9500116
086_中华人民共和国人口与计划生育法_2021-08-20_ff808181.pdf,中华人民共和国人口与计划生育法,2021-08-20,2021-08-20,3,法律,全国人民代表大会常务委员会,130,110,ff8081817ba965c4017bb8921d13077a,https://flk.npc.gov.cn/detail?id=ff8081817ba965c4017bb8921d13077a
087_中华人民共和国个人信息保护法_2021-08-20_ff808181.pdf,中华人民共和国个人信息保护法,2021-08-20,2021-11-01,3,法律,全国人民代表大会常务委员会,140,110,ff8081817b6472a3017b656cc2040044,https://flk.npc.gov.cn/detail?id=ff8081817b6472a3017b656cc2040044
088_中华人民共和国法律援助法_2021-08-20_ff808181.pdf,中华人民共和国法律援助法,2021-08-20,2022-01-01,3,法律,全国人民代表大会常务委员会,150,110,ff8081817b6472a3017b6577820f0061,https://flk.npc.gov.cn/detail?id=ff8081817b6472a3017b6577820f0061
089_中华人民共和国反外国制裁法_2021-06-10_ff808181.pdf,中华人民共和国反外国制裁法,2021-06-10,2021-06-10,3,法律,全国人民代表大会常务委员会,110,110,ff80818179f5dd9f0179f89e7a1d05d3,https://flk.npc.gov.cn/detail?id=ff80818179f5dd9f0179f89e7a1d05d3
090_中华人民共和国军人地位和权益保障法_2021-06-10_ff808181.pdf,中华人民共和国军人地位和权益保障法,2021-06-10,2021-08-01,3,法律,全国人民代表大会常务委员会,130,110,ff80818179f5da5e0179f89835a70518,https://flk.npc.gov.cn/detail?id=ff80818179f5da5e0179f89835a70518
091_中华人民共和国军事设施保护法_2021-06-10_ff808181.pdf,中华人民共和国军事设施保护法,2021-06-10,2021-08-01,3,法律,全国人民代表大会常务委员会,130,110,ff80818179f5dd9f0179f8a44bec063e,https://flk.npc.gov.cn/detail?id=ff80818179f5dd9f0179f8a44bec063e
092_中华人民共和国印花税法_2021-06-10_ff808181.pdf,中华人民共和国印花税法,2021-06-10,2022-07-01,3,法律,全国人民代表大会常务委员会,140,110,ff80818179f5da5e0179f890885b0481,https://flk.npc.gov.cn/detail?id=ff80818179f5da5e0179f890885b0481
093_中华人民共和国数据安全法_2021-06-10_ff808181.pdf,中华人民共和国数据安全法,2021-06-10,2021-09-01,3,法律,全国人民代表大会常务委员会,140,110,ff80818179f5e0800179f885c7e70392,https://flk.npc.gov.cn/detail?id=ff80818179f5e0800179f885c7e70392
094_中华人民共和国海南自由贸易港法_2021-06-10_ff808181.pdf,中华人民共和国海南自由贸易港法,2021-06-10,2021-06-10,3,法律,全国人民代表大会常务委员会,140,110,ff80818179f5da5e0179f88beb640406,https://flk.npc.gov.cn/detail?id=ff80818179f5da5e0179f88beb640406
095_中华人民共和国安全生产法_2021-06-10_ff808181.pdf,中华人民共和国安全生产法,2021-06-10,2021-09-01,3,法律,全国人民代表大会常务委员会,150,110,ff8081817a66b816017a7956b7db0ad4,https://flk.npc.gov.cn/detail?id=ff8081817a66b816017a7956b7db0ad4
096_中国人民解放军选举全国人民代表大会和县级以上地方各级人民代表大会代表的办法_2021-04-29_ff808181.pdf,中国人民解放军选举全国人民代表大会和县级以上地方各级人民代表大会代表的办法,2021-04-29,2021-04-30,3,法律,全国人民代表大会常务委员会,110,110,ff8081817ab22e0c017abd51fda1054a,https://flk.npc.gov.cn/detail?id=ff8081817ab22e0c017abd51fda1054a
